y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0,0,20.67198536,1,1,1,0,0,0,0,4.277813977,1,1,0,1,1,0
0,0,37.55808863,1,1,0,0,0,0,3,6.147150346,1,0,1,1,1,1
0,0,21.73536658,1,3,0,0,0,0,0,5.391413954,1,0,0,1,0,1
4,0,33.75574037,1,3,1,42332,1,3,0,2.962592325,1,1,0,1,0,1
0,0,16.8973851,1,2,1,0,0,3,0,5.536353714,1,0,0,1,0,0
0,0,32.08142609,1,3,0,0,0,0,0,4.536576012,1,1,0,1,0,0
0,0,40.30802047,1,2,0,0,0,1,0,4.924191364,0,1,0,1,0,0
0,0,52.27832396,1,3,0,0,0,0,0,3.321605154,1,0,0,1,0,1
3,3,18.99581597,1,1,1,3988,0,3,3,4.139378162,1,1,0,1,0,1
1,1,29.45585202,1,1,1,7952,0,1,1,3.73445092,1,1,0,1,0,1
3,0,27.89164011,1,2,1,6902,0,0,2,0.506296215,1,1,0,0,1,1
0,0,7.250290293,1,1,0,0,0,0,1,6.707512727,1,1,0,1,1,1
0,1,44.112243,1,1,1,0,0,0,2,11.89713001,1,0,1,1,1,1
1,2,30.96780536,1,1,1,14003,1,5,2,8.039473053,1,1,0,1,1,1
0,1,32.71714784,1,1,1,0,0,0,2,11.01278026,1,1,0,1,1,1
1,0,31.91131344,1,1,1,4752,0,2,0,6.12055171,1,0,0,1,1,1
0,1,39.27573716,1,1,0,0,0,1,2,8.167363903,1,1,0,1,1,1
0,0,31.19412117,1,1,0,0,0,0,0,9.509145104,1,1,0,1,1,1
0,0,35.22126122,1,1,1,0,0,0,0,8.401093667,1,1,0,1,1,1
0,0,5,1,1,1,0,1,0,0,14.79232474,1,1,0,1,1,1
0,0,34.50500343,1,1,1,0,0,0,0,12.34260655,1,1,0,1,1,1
3,0,43.40705884,1,1,1,4749,0,5,0,14.32423014,1,0,0,1,1,1
0,0,35.52997795,1,1,1,0,0,0,0,6.606207784,1,1,0,1,1,1
0,0,69.99960057,1,2,0,0,0,0,0,7.406055672,1,1,0,1,1,1
2,0,21.91898194,1,1,1,7103,0,5,0,5.045698903,1,1,0,1,1,1
0,0,21.61088568,1,2,1,0,0,4,0,5.751740061,1,0,0,1,1,1
2,0,29.90459566,1,2,1,3886,0,2,0,6.592298009,1,1,0,1,1,1
3,0,24.27321338,1,2,1,5053,0,4,0,5.020107574,1,1,0,1,0,1
0,0,34.26197093,1,1,1,0,0,0,0,7.334221619,1,0,0,1,0,1
0,0,20.23382126,1,1,0,0,0,0,0,5.835986789,1,1,0,1,0,1
0,0,35.50154923,1,2,1,0,0,0,0,7.924521935,1,0,0,1,0,1
0,0,13.34875527,1,1,0,0,0,0,0,8.765877886,1,1,0,1,1,1
0,0,9.126896105,1,1,1,0,0,0,0,14.02748647,1,1,0,1,1,1
1,0,14.55841444,1,1,1,9980,0,4,0,7.883351531,1,1,0,1,1,1
0,0,47.54389291,1,2,1,0,0,1,0,14.37809849,1,0,0,1,1,1
0,0,46.36539201,1,2,0,0,0,0,3,7.263709224,0,0,1,1,1,1
0,0,29.81339731,1,2,0,0,0,0,0,18.07328746,1,0,0,1,1,1
0,0,30.37777045,1,1,1,0,0,0,0,11.13214103,1,1,0,1,1,1
1,0,36.2923409,1,1,1,1401,0,0,0,11.24650737,1,0,0,1,1,1
2,0,23.97499545,1,1,1,5807,0,0,0,10.59597162,1,1,0,1,1,1
3,0,26.70231377,1,1,0,1203,0,3,0,5.656647,1,1,0,1,1,1
2,0,28.82749322,1,1,1,824,0,4,0,11.45467095,1,1,0,1,1,1
0,0,18.06261882,1,1,0,0,0,0,0,14.58600672,1,1,0,1,1,1
0,2,41.36030465,1,2,1,0,0,3,2,13.47779075,1,1,0,1,1,1
0,2,13.30934441,1,1,1,0,0,0,2,16.87999501,1,1,0,1,1,1
1,0,22.04110768,1,2,1,5777,0,3,0,15.30089817,1,1,0,1,1,1
0,0,11.07407977,1,1,1,0,0,0,3,22.7092118,1,0,1,1,1,1
0,0,23.22223621,1,1,0,0,0,2,0,14.37161799,0,1,0,1,1,1
2,0,34.09664019,1,1,0,7478,0,6,0,13.4140038,1,0,0,1,1,1
0,0,30.06637163,1,1,0,0,0,1,0,19.87191178,0,1,0,1,1,1
2,0,53.10969172,1,1,1,4344,0,0,0,12.35737839,1,1,0,1,1,1
0,0,22.69266193,1,1,1,0,0,0,0,16.97080788,1,0,0,1,1,1
0,0,44.66709712,1,2,1,0,0,3,0,2.89793327,1,1,0,1,1,1
3,0,27.69439304,1,2,0,4957,0,0,0,7.233690345,1,1,0,1,1,1
0,0,15.61068293,1,1,0,0,1,2,0,13.21149556,1,1,0,1,1,1
3,0,41.18954687,1,1,1,35371,1,0,0,17.79080747,1,1,0,1,1,1
2,0,51.26352227,1,1,1,1524,0,5,0,14.13861413,1,0,0,1,1,1
2,0,38.56557592,1,1,0,7506,0,3,1,11.53084329,1,1,0,1,1,1
0,0,51.29742872,1,1,0,0,0,3,0,5.997238607,1,0,0,1,1,1
0,0,19.00212335,1,2,1,0,0,0,0,11.69331404,1,0,0,1,1,1
2,0,35.33795237,1,1,1,3808,0,0,0,10.10593938,1,1,0,1,1,1
1,0,30.92093641,1,1,1,2884,0,8,0,7.470563264,1,0,0,1,1,1
2,0,14.45552083,1,2,1,10764,0,3,0,9.68129849,1,1,0,1,1,1
0,0,5,1,4,0,0,0,0,0,8.35497888,1,0,0,1,1,1
0,0,64.76878198,1,1,1,0,0,2,0,5.341971704,1,1,0,1,1,1
0,0,52.08077259,1,2,1,0,0,3,0,5.60064374,1,1,0,1,1,1
0,0,57.96155481,1,2,1,0,0,2,1,6.629611604,1,1,0,1,1,1
0,0,7.993951535,1,1,1,0,0,1,0,7.083881205,1,0,0,1,1,1
0,0,57.31104801,1,1,0,0,0,2,0,11.01395028,1,1,0,1,1,1
0,0,22.40449566,1,2,0,0,0,0,0,7.091548417,1,1,0,1,1,1
2,0,57.21555446,1,1,1,4169,0,1,0,10.69224786,1,0,0,1,1,1
1,0,20.92000567,1,1,1,9937,0,2,0,12.92295834,1,1,0,1,1,1
0,0,70.9750398,1,2,0,0,0,3,4,16.68553773,1,1,0,1,1,0
0,0,11.17605904,1,2,1,0,0,1,0,5.212016008,1,0,0,1,1,0
0,0,45.01762789,1,1,0,0,0,0,3,8.512693451,1,1,0,1,1,0
0,0,31.37719539,1,1,1,0,0,0,1,6.250161977,1,1,0,1,1,0
0,1,57.64367378,1,1,1,0,0,1,3,8.900569696,1,1,0,1,1,0
0,0,5,1,3,0,0,0,0,0,9.052643341,1,1,0,1,1,0
0,0,35.46845509,1,1,1,0,0,0,0,6.472732466,1,0,0,1,1,0
2,1,39.10452869,1,2,1,5255,0,3,1,10.53070415,1,0,1,1,1,1
0,0,33.46656534,1,4,1,0,0,0,0,9.405918877,1,1,0,1,1,1
2,0,32.96114862,1,3,0,4845,0,5,0,6.345748269,1,1,0,1,1,1
2,0,23.45163119,1,1,1,6626,0,0,0,6.082869225,1,1,0,1,1,1
0,0,39.07576675,1,1,1,0,0,2,0,5.890447317,1,0,0,1,1,1
0,0,26.20893125,1,1,1,0,1,0,0,6.19502829,1,0,0,1,1,1
0,0,41.78263666,1,2,1,0,1,0,0,3.161565822,1,0,0,1,1,1
0,0,49.42623452,1,2,1,0,0,3,0,10.44677987,1,1,0,1,1,1
0,0,46.07033638,1,3,0,0,0,2,0,5.83275476,1,1,0,1,0,1
1,1,17.87372296,1,2,0,6517,0,8,1,5.33568697,1,1,0,1,0,1
1,0,21.36036617,1,3,1,1105,0,5,0,6.10683144,1,0,0,1,0,1
0,0,12.97301211,1,3,1,0,1,0,0,7.357436997,1,1,0,1,0,1
0,2,34.22007603,1,1,0,0,0,0,3,3.931996314,1,0,1,1,0,1
0,0,36.0240312,1,1,1,0,1,2,1,5.111998869,1,0,1,1,0,1
2,0,36.98501706,1,2,1,6534,0,0,0,4.51870198,1,1,0,1,0,1
0,0,33.33946828,1,2,1,0,0,0,0,8.68471312,1,0,0,1,1,0
0,0,68.57899859,1,2,1,0,0,0,3,6.336436128,1,0,1,1,1,1
0,0,60.49644533,1,2,1,0,0,0,1,7.431524783,1,0,1,1,1,1
1,0,30.05954522,1,2,0,5476,0,2,0,0.966445712,1,1,0,1,1,1
2,0,40.15820779,1,1,0,15917,1,2,0,11.13539795,1,1,0,1,1,1
0,0,61.6119782,1,2,0,0,0,0,0,18.50190968,0,1,0,1,1,1
0,0,29.31357522,1,2,1,0,0,1,0,5.572263218,1,1,0,1,1,1
0,0,27.58878065,1,1,1,0,0,0,0,10.00220912,1,0,0,1,1,1
0,0,41.43501355,1,1,0,0,1,2,0,8.114993998,1,0,0,1,1,1
2,0,42.02029267,1,2,1,9784,0,6,0,19.68890837,1,0,0,1,1,1
2,0,22.23006555,1,1,0,7092,0,0,0,23.10035629,1,1,0,1,1,1
1,0,48.89554547,1,1,0,48684,1,0,2,0,1,0,1,1,0,0
0,0,21.65624892,1,1,1,0,0,0,1,1.716674104,1,1,0,1,0,1
0,0,40.03401252,1,2,1,0,0,2,0,0,1,1,0,1,0,0
2,0,56.26995418,1,1,0,7343,0,4,1,3.270812149,1,0,1,1,0,1
2,0,28.59581202,1,1,1,9512,0,1,0,0,1,1,0,1,0,1
1,0,35.59869428,1,2,0,1119,0,8,0,0,1,1,0,1,0,1
0,0,37.23127443,1,3,0,0,0,0,0,3.680655397,1,0,0,1,0,0
0,1,77.9847116,1,1,0,0,0,3,1,5.315594211,0,1,0,1,0,0
4,0,8.67290352,1,2,1,4671,0,2,2,4.413808889,1,1,0,1,0,0
0,0,37.03220124,1,2,0,0,1,3,0,5.648341566,0,1,0,1,0,0
0,0,39.64046164,0,1,1,0,0,1,0,4.395610576,1,1,0,1,0,0
0,0,32.66019035,0,1,1,0,0,3,1,5.490909528,1,1,0,1,0,1
1,0,47.62706124,1,1,0,26363,1,5,1,11.9869083,0,0,1,1,0,1
3,0,36.18584972,0,3,0,4843,0,0,0,3.161506932,1,1,0,1,0,1
0,1,33.66926381,0,1,1,0,0,0,2,3.565332722,1,1,0,1,0,1
1,0,46.42859842,1,2,0,6937,0,7,3,2.2626293,0,1,0,1,0,1
0,0,37.63357542,0,1,1,0,0,0,0,5.258602507,1,0,0,1,0,1
0,3,45.6517929,0,2,0,0,1,5,3,3.64362002,0,0,1,1,0,1
2,2,76.65285306,1,3,1,8183,0,1,3,1.815441347,1,1,0,1,0,1
0,0,49.96900944,1,2,1,0,0,8,0,3.431293306,1,1,0,1,0,1
1,0,25.90370952,0,1,0,6367,0,7,0,3.928548529,0,0,0,1,0,1
2,0,24.92247913,0,2,0,25089,1,1,0,2.674831336,1,0,0,1,0,1
2,0,31.30054016,0,1,0,8136,0,0,0,9.416018289,1,0,0,1,0,1
0,0,59.10947059,1,1,1,0,0,3,0,2.371449601,1,1,0,1,0,1
3,0,44.60407277,0,1,0,5653,0,2,0,3.769375463,1,1,0,1,0,1
1,0,54.5838509,1,1,0,5238,0,1,0,4.260738682,1,1,0,1,0,1
0,1,34.31241367,0,1,0,0,0,1,1,1.694950793,1,0,1,1,0,0
0,0,30.55079743,1,3,1,0,0,0,0,2.438159988,1,1,0,1,0,0
0,0,25.39578153,1,1,1,0,0,1,0,2.722177371,1,0,0,1,0,0
0,0,38.20682622,1,2,0,0,0,1,0,10.00459777,0,1,0,1,0,0
2,0,32.05616203,1,2,0,3118,0,1,0,2.286021845,1,0,0,1,0,0
0,0,38.28657015,0,2,0,0,0,2,1,2.265414814,0,0,1,1,0,1
0,0,22.5861752,1,1,1,0,1,4,2,5.990500484,1,0,1,1,0,1
2,0,36.65171922,1,1,1,2569,0,5,2,2.877676596,1,1,0,1,0,1
0,0,56.02062836,0,1,0,0,0,0,0,3.686675635,1,1,0,1,0,1
0,0,6.079386175,0,2,0,0,0,1,0,6.141861219,1,1,0,1,0,1
0,0,38.80067141,0,2,1,0,0,0,0,3.281208683,1,1,0,1,0,1
0,0,14.05622451,0,2,1,0,0,0,4,5.806864189,1,1,0,1,0,1
4,0,35.75490894,1,2,1,9136,0,2,0,6.860191795,1,0,0,1,0,1
1,0,40.61966151,1,2,1,8506,0,1,0,2.778266477,1,0,0,1,0,1
0,0,34.19454129,0,1,0,0,0,1,0,4.507015878,0,1,0,1,0,1
0,0,46.32613561,0,1,0,0,0,0,0,4.354560896,1,0,0,1,0,1
3,0,41.19174518,0,1,1,5103,0,0,0,3.51684333,1,0,0,1,0,1
2,0,26.71566059,1,1,1,34123,1,0,0,5.745441931,1,0,0,1,0,1
0,0,80.89050557,1,3,0,0,0,1,0,5.552683545,0,0,0,1,1,0
0,0,49.74361518,1,1,1,0,0,2,0,6.955410641,1,1,0,1,1,0
0,0,36.87676699,1,3,1,0,0,6,0,5.761479252,1,1,0,1,1,1
1,0,19.64988076,1,1,0,27667,1,4,0,9.239545389,1,1,0,1,1,1
2,0,40.30840822,1,1,1,8844,0,7,1,8.279501374,1,0,1,1,1,1
1,1,57.34519641,1,2,0,958,0,2,2,6.491624193,0,1,0,1,1,1
1,1,57.34519641,1,2,0,41476,1,4,2,6.491624193,0,1,0,1,1,1
0,0,55.0927374,1,2,0,0,0,0,0,5.027244981,0,1,0,1,1,1
3,0,63.01952989,1,2,0,4215,0,3,0,5.245645719,1,1,0,1,1,1
1,0,44.82321212,1,1,0,8514,0,6,0,11.65870309,0,1,0,1,1,1
2,0,55.38781385,1,2,0,32593,1,8,0,4.877991058,0,0,0,1,1,1
0,0,78.28028688,1,4,0,0,0,0,0,7.253668147,1,0,0,1,1,1
0,0,78.44532113,1,1,1,0,0,2,1,7.112102339,1,1,0,1,1,0
0,0,34.13684647,1,1,0,0,0,0,0,7.134453708,0,1,0,1,1,0
0,0,28.41464412,1,1,0,0,0,0,1,9.670695315,0,1,0,1,1,0
0,1,15.10293007,1,3,0,0,1,0,3,5.140080057,1,0,1,1,1,0
0,1,42.84365221,1,1,0,0,0,1,1,7.128098338,1,1,0,1,1,0
0,0,46.92339603,1,2,0,0,0,0,3,7.435520736,0,1,0,1,1,0
0,0,33.19952296,1,1,1,0,0,2,3,4.909818405,1,1,0,1,1,0
0,0,85.6128688,1,2,1,0,0,1,0,11.15802234,1,1,0,1,1,0
0,0,40.26039056,1,1,0,0,0,0,0,5.423600094,1,1,0,1,1,0
0,0,42.98046145,1,3,0,0,0,0,2,6.028597746,0,1,0,1,1,0
3,0,10.74639702,1,1,0,48743,1,6,0,6.770212445,1,1,0,1,1,1
1,0,53.77098037,1,2,0,6870,0,4,0,4.287834622,1,1,0,1,1,1
0,2,28.9049837,1,1,0,0,0,3,2,5.85708538,1,0,1,1,1,1
0,0,6.367845764,1,3,1,0,0,0,0,8.673715688,1,1,0,1,1,1
0,0,20.66769497,1,1,1,0,0,2,0,9.037747946,1,0,0,1,1,1
2,2,48.28548252,1,1,0,45879,0,4,2,9.331023519,0,1,0,1,1,1
2,1,24.9072506,1,1,0,10023,0,2,2,5.294249147,0,0,1,1,1,1
3,1,45.2018944,1,1,1,5699,0,1,3,8.581942589,1,1,0,1,1,1
3,0,42.93360474,1,1,1,1098,0,3,2,5.235070237,1,1,0,1,1,1
2,0,34.11444443,1,1,0,6170,0,4,0,4.831874783,1,1,0,1,1,1
0,0,12.30616099,0,1,0,0,0,1,0,3.748352884,1,0,0,1,1,1
0,0,37.37714518,1,1,1,0,0,0,0,10.60900857,1,1,0,1,1,1
0,0,5,1,2,1,0,0,2,0,7.892058025,1,0,0,1,1,1
2,0,20.78461081,1,1,1,969,0,6,0,8.496384741,1,1,0,1,1,1
0,0,19.86726462,1,1,1,0,0,1,0,3.480954487,1,0,0,1,0,0
0,1,54.58113936,1,1,0,0,0,0,3,4.003590207,1,1,0,1,0,0
0,1,46.87394936,1,1,0,0,0,1,3,5.580457567,1,1,0,1,0,0
0,2,61.92363482,1,1,1,0,0,0,3,4.015779583,1,0,1,1,0,0
0,0,35.13584637,1,2,1,0,0,0,0,4.792682998,1,1,0,1,0,0
2,0,45.11382165,1,1,0,4445,0,9,2,5.304084218,0,1,0,1,0,1
0,0,26.3870953,1,2,1,0,0,1,2,5.897304092,1,1,0,1,0,1
0,0,16.64553414,1,1,0,0,0,5,3,2.700846043,0,1,0,1,0,1
0,0,37.60349989,1,4,0,0,0,0,3,4.20251725,1,1,0,1,0,1
0,0,44.77874109,1,3,0,0,0,1,2,2.924970533,0,1,0,1,0,1
0,1,13.02391969,1,2,0,0,0,3,1,2.304769123,0,1,0,1,0,1
0,1,26.49134694,1,2,1,0,1,0,2,4.019722272,1,0,1,1,0,1
2,0,43.31207223,1,1,0,2712,0,2,2,7.440200407,1,1,0,1,0,1
0,0,9.92626961,0,1,0,0,0,1,2,2.334416706,1,1,0,1,0,1
1,0,32.23826431,1,3,0,24295,1,3,2,5.394014069,0,1,0,1,0,1
4,3,68.59287138,1,1,0,1858,0,3,3,5.737131602,0,1,0,1,0,1
0,0,34.65002897,1,3,1,0,0,0,0,4.497044741,1,1,0,1,0,1
0,0,29.35909571,1,1,1,0,0,0,0,5.279215343,1,1,0,1,0,1
2,0,41.56617422,1,1,0,4078,0,0,2,3.6613877,0,1,0,1,0,1
3,1,29.46993411,1,1,0,4276,0,7,2,4.61402083,1,1,0,1,0,1
2,0,36.04529196,1,1,1,30981,1,2,0,4.036334363,1,0,0,1,0,1
2,0,43.36247348,1,1,0,4009,0,2,0,5.480724653,0,1,0,1,0,1
2,0,20.12697035,1,1,1,7759,0,1,0,4.903505214,1,1,0,1,0,1
1,0,63.26903238,1,1,1,7993,0,7,0,3.73563377,1,1,0,1,0,1
0,0,40.64147161,1,1,1,0,0,0,0,5.099131924,1,1,0,1,0,1
3,0,18.83580312,1,1,1,995,0,3,0,2.288128602,1,1,0,1,0,1
0,0,9.570926138,1,3,1,0,0,1,0,4.130127173,1,0,0,1,0,1
0,0,5.460354106,1,2,0,0,0,0,2,9.370342825,0,1,0,1,0,0
0,0,28.22727988,0,1,0,0,0,0,3,3.579344707,0,0,1,1,0,0
0,0,12.69809371,1,1,1,0,0,1,2,5.733358467,1,1,0,1,0,0
0,0,29.11196567,0,1,1,0,1,0,0,5.221584712,1,0,0,1,0,0
0,0,46.61400139,1,1,0,0,1,2,0,3.464762443,1,0,0,1,0,0
0,0,18.94018652,1,1,0,0,0,0,0,4.863960942,1,0,0,1,0,0
1,0,9.561760238,1,1,1,5863,0,0,2,3.558693011,1,0,1,1,0,0
0,1,11.60549643,1,1,0,0,0,0,1,4.298923556,0,0,1,1,0,0
0,1,39.70270626,1,1,1,0,0,2,2,5.32445173,1,0,1,1,0,0
0,0,19.85309689,1,1,1,0,0,0,0,5.281392929,1,1,0,1,0,0
0,0,36.63080744,1,1,0,0,0,0,0,5.341209518,1,1,0,1,0,0
0,0,50.14710275,1,3,1,0,0,0,0,2.698789643,1,0,0,1,0,0
2,0,23.08808897,1,4,1,6281,0,1,0,3.772065454,1,0,0,1,0,0
0,0,15.8455528,1,1,1,0,0,3,1,5.549154506,0,0,1,1,0,1
2,0,50.73127202,1,3,0,1794,0,0,2,8.240691205,1,0,1,1,0,1
1,0,24.49386176,1,2,0,17857,1,10,1,3.830723692,1,1,0,1,0,1
0,0,33.12914432,0,1,0,0,0,2,0,5.831032969,1,0,0,1,0,1
0,0,5,1,1,1,0,0,2,2,6.994285757,1,0,1,1,0,1
3,0,12.2923711,1,1,1,4567,0,0,3,4.092371519,1,0,1,1,0,1
3,0,43.93555186,1,2,1,48188,1,4,0,6.953024313,1,1,0,1,0,1
0,0,35.97323302,1,1,0,0,0,0,1,10.13367755,1,0,1,1,0,1
0,0,45.81528856,1,2,1,0,0,3,0,3.611527036,1,1,0,1,0,1
0,0,27.82809141,1,2,1,0,0,1,0,4.530001966,1,1,0,1,0,1
2,0,52.94642167,1,1,1,6418,0,2,0,5.684852261,1,0,0,1,0,1
2,0,35.23105655,1,1,1,42789,0,2,0,5.924423104,1,0,0,1,0,1
2,0,38.32723663,1,1,1,13251,1,3,0,6.398959148,1,0,0,1,0,1
0,0,54.20863182,1,1,1,0,1,1,0,8.547881317,1,1,0,1,0,1
2,0,36.80471832,1,1,1,3654,0,3,0,3.695388964,1,0,0,1,0,1
3,0,5,1,2,0,38792,0,3,0,4.055241172,1,1,0,1,0,1
3,0,32.44100984,1,2,0,50701,1,0,0,5.01656137,1,0,0,1,0,1
0,0,36.52876618,1,2,0,0,0,0,0,5.037535687,1,1,0,1,0,1
0,0,7.021836653,1,1,1,0,0,2,0,4.136697172,1,1,0,1,0,1
0,0,35.76123473,1,2,1,0,0,0,0,5.208757204,1,1,0,1,0,1
1,0,16.26831574,1,1,0,9894,0,2,2,4.756228601,0,1,0,1,0,1
1,0,52.45151877,1,2,1,6216,0,4,0,5.428564124,1,0,0,1,0,1
0,0,58.74937001,0,2,0,0,0,0,0,3.876735098,0,1,0,1,0,1
1,0,42.77873837,1,1,0,7119,0,8,4,3.995298317,0,1,0,1,0,1
1,0,65.92521958,0,1,0,7054,0,0,1,2.508082909,1,1,0,1,0,0
0,0,56.16917244,1,2,1,0,0,0,0,1.526082199,1,1,0,1,0,0
0,0,31.69564935,0,2,1,0,0,0,2,3.607288503,1,1,0,1,0,1
1,1,34.31051673,1,1,0,4657,0,0,2,2.107313753,0,0,1,1,0,1
0,0,23.51889825,1,1,0,0,0,1,0,2.165092769,0,0,0,1,0,1
2,0,43.00951934,0,2,1,32580,1,5,0,2.407641168,1,0,0,1,0,1
0,1,37.77132973,0,1,0,0,0,1,2,3.408388384,1,1,0,1,0,1
0,0,11.23890778,1,2,1,0,0,1,0,2.601139963,1,1,0,1,0,1
1,0,22.49806265,0,4,1,10494,0,4,0,2.696480896,1,1,0,1,0,1
0,0,23.70871952,1,3,0,0,0,0,2,2.06529753,0,1,0,1,0,1
1,0,39.87956103,1,1,0,3627,0,8,0,3.558641503,1,0,0,1,0,1
0,0,58.75479376,0,3,1,0,0,0,0,3.983734272,1,1,0,1,0,1
0,0,10.78906418,1,1,0,0,1,1,0,2.471256845,0,1,0,1,0,1
3,0,31.45184383,1,2,0,39892,1,6,0,2.859185173,1,1,0,1,0,1
1,0,31.45184383,0,2,0,2102,0,3,0,2.859185173,1,1,0,1,0,1
0,0,48.4388384,1,4,0,0,0,0,0,2.64164736,0,0,0,1,0,1
2,0,63.18978703,0,2,1,41917,1,5,0,3.379072676,1,1,0,1,0,1
0,0,37.91680731,0,2,0,0,0,0,3,1.099426348,1,1,0,1,0,0
0,0,41.91121771,1,1,0,0,1,1,0,1.434938953,1,1,0,1,0,0
0,0,35.33254274,0,2,1,0,0,0,4,2.269940515,1,0,1,1,0,0
0,1,25.5272974,0,7,1,0,0,0,3,0.752793196,1,1,0,1,0,0
2,2,35.84109556,0,1,1,2317,0,2,3,2.326995512,1,0,1,1,0,0
